record_id,产品品名,产地（国家）,产地（市）,产地（省）,单混,品名,品类一级,品类二级,商品链接,序号,序号1,序号2,序号3,标签照片,正常售价,正面图片,编号,规格,采集平台,采集时间,优惠到手价,口味,委托方,生产商,背面图片,外包装图片,箱规,赠品图片,备注
recuQC8FGmnbJ2,opt0ZoQ3UR,中国,上海,上海,单,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=12404525702&pisk=gObSrsVu2YD7MTDcZ8Fqlq5It_YCXS7Q7thCs1pEzDLRh6BFIguPwWYBp1v24HpUq9tCLtxdzU5PhvBAsLFlTUpBpKBhL7YyUXaB36jzZHyoOZ1dtBJJ88clmO5tzark82Tk-eeaQPzZa_YHJq7XIDDoMBOL8DpJvUYxaUdrBPzNZsGyw55Y7w5KTsAsv2Bp2KLvOK3-23BpDqdHH4dKyBHYGBvvJ2KKJndvZCmKJeBpkndM92nJvQHAMB9vpeKdpsHsFfOQVLf7aCji5wi4q5pqJ2QXNnEVtKBrnZ3NUdLDH2e9SQgMB_pjJ2p1XmTcG_ySSs8l5OONUr35C6CGvn_IHR9hlsQRvsD7MF1f0G-5c83B3aJ2xaLs9zCXPLt9N3l-yOCf9G-fu5UMPUpRYUfE185fPT5ll6lKDUTPch_WWPDJLi51RB_3Kr6191jpcwM54z3wCqVtAjtiRI9aGSinx_wS3Ny4NEVy2IAW0SNjeMxJiI9aGSinx3dDNKPbGYIh.&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&skuId=46320434552&smCaptainPrice=712&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_4_8.23505885Xs2brC,MC-,MC,,,,8.5,image.png,20250711-309,48g,猫超,1752209539000,6.95,红酒巧克力味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,,,,,
recuQC8XW8WHIo,opt0ZoQ3UR,中国,上海,上海,单,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=537260988627&pisk=gEDKzMAFAFYhkv2DKpOGrMgydaxi1CjEYlgCET2u-CgT50tE-HznB_3o4TVSx0Z7eVgkYymW84H85mzh-JOEwV3S4yMnEBu8P2uLO9xeT7a-8PBhK72IVzeEIXXu-ey-Vq2JoEvDnDoUT8TDoPY3mC2b0Ma5rzw158qRj4FhhDoUUzsGPIcsYgnyOI17VztTCuZ8V8aQARtT2oU7FyN551Zb5zwSPzN1fuEfPwZ7PctTmu7QVuwWCGZUmu_IP8ttfPrSCwY85Malejxn9Qh1ONF7aAEL9ri9g9WhIhVCTRU9Kpkt6jUXoPB5FAEK2vK_ntduljz3irg6I9e-fu3TiXLAp4nS0bNtewtnlVG-Pllwy_UxNDcqQWj5OcH8JSMQ6LKmDJESP7hwktqLKfFxpX-P5Dg0JjwEqiLnXShTglN126wnimDzGv9duPV42VFm9EBKlgJmnxHx1Z4Yq6t9X_5zOll6VV2GlMtjolUDvLCPa5-aXrx9X_5zOlrToHKRa_Pwb&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&skuId=5191813647158&smCaptainPrice=695&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_5_2.23505885Xs2brC,MC-,MC,,,,8.5,image.png,20250711-311,48g,猫超,1752209610000,6.95,柠檬挞味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,,,,,
recuQCbHskVTDO,opt0ZoQ3UR,中国,上海,上海,混,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=682368813224&pisk=gGv414Y14xHq8i9qSgXazzM9LlXx2O8ZRxv1jGx9XlbcnO6a7etOiCGAlGAyPawsDtGOQF7yWZ1fn-TaSaYN1Z0AlU7wkF7bhdOXUNYB7G9XCnbGSh7R5K9wXRSMjFnA5mhWDnBOI2gQQvtvDlDTplpNi_Dlb320sZc5EjXvby0IdvtriiB6q291Cf9dYMwGIsbcE_bRXSjDS12kqaIOjrjgn0-lya2GjRfGqujhARbMSGqlZGjQSPfco_flvabGIOYMqAvWmh2PAsmteLJcjqU0uwKczR2MnAC18oiTQgwAms8B0auhyLj4pwxczR2G8BVPe3-juJK5Hp8FAEMu3e-MvCfyQz0FWL-knCx8u0Xe4QOCgQu0Qa9fP1pcLlDD4t7Vti5bm-YH4hACaLinptWcoC6vfkuX4K8XDL-_j7XVhQ5e39DLoNOWYdSwBVHy8hxps_Jaugz4WgvJadd4S55c2g7I40o60-dRPG5wn5FOZ9IPRmsb65Cc2g7I40PT6_jd4wifc&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&smCaptainPrice=1293&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_3_4.23505885Xs2brC,MC-,MC,,,,13.9,image.png,20250711-330,48g,猫超,1752210261000,12.93,抹茶慕斯味+牛奶味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,image.png,,48g*2,,
recuQCcfXpoZ6l,opt0ZoQ3UR,中国,上海,上海,混,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=682979147989&pisk=gPoa1LGbLhKNRunwiJqVT6tx4tq9Kol2Nhmbn-DxHtVgjoZVgbMYSqTT1-0EOWsXBlTY0jPEM5a_jGGViWc4l5AT1XPq6jP1fmgsYScSg-iscAV0ixPLGciqHiymnjpTGdLIBAEYmQO503MtBtxA2tn4SW43EvjGoPYQxFqt3_AWV3MeSREjKQibcIa7U8s0mPVgxyVLHN2mirjnKWeYn12cjpk39Wj0ni40K92uFiVmi-X3-RwRIRVcjHX3CWV0mocmKAfSIxjUFPvvvDognsXy7SDgTijmjnUba1KF0JszIPutQWRu1D2N27DgTij0a4bUvvk6_gHQX0lzFfthbbkmeq4E06AzMDknjqDd_pqrL2g772RG0Wi_Orng4txiLlParRz1IGcoLx078D9k2lrgsqZthTRsLclsBDkfnwqaf2zrbuxRsSgIUmyqDIKEaxD-oyoV_gJVMJmK8m3NiZzgpJPWLpJjQG3LO-zqjZQY-ueUNdw1kZUgpJPWLp7Aky28L79_C&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&smCaptainPrice=1293&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_4_4.23505885Xs2brC,MC-,MC,,,,13.9,image.png,20250711-333,48g,猫超,1752210394000,12.93,草莓香草味+牛奶味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,image.png,,48g*2,,
reclHOSq0K,opt0ZoQ3UR,中国,上海,上海,混,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=568653550063&pisk=gik31-woQXPIGs0AJVyBgiTSoTdOcJwQUeu8yznzzk4_8zdIpT4zWqKCpznrEfmjryKWOJhgrVug8wedpV2oSPMdpJ8Cq80ZV4nKYyBuE00SyWzLJ7uiV4guNHa8zz0-4XK9HKnIA8wPrEpvHkz5GX3uYkWP_3rb4k-TT1IQUHwykEpl6GPBJ8u8yZmR_1rb7kWUT7-g7oE0UurUUh4aqo1P84yyjhqb2arzzT7N_oZzU6rPU1Wa4ofUz8rz7hq77zyzUA7AUrDrCA8OWxSri4jlhlV3uDzGncMYY_psx_hrZAvaOrmEK23IIZN3uDzGUezPjuUu5x89scgmT2EsrKYg3jgiESykKZZn_m2aJ-RcsJmtRx2EneXLXRUTgbPMYpogKy0mCSjPtJcrRYVItgtjbJusGrNe1FZipxFul5bw8cng8ScoJF6zJjmZSSHOWteqGVDug-SrY15qJxW7b3HNN_NUfl4A_vU2VJaeZctMjsOQTlZpkhxGN_NUfl4vjhffRWr_vEC..&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&smCaptainPrice=1741&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_5.23505885Xs2brC,MC-,MC,,,,24.9,image.png,20250711-339,48g,猫超,1752210647000,17.41,草莓香草味+抹茶慕斯味+红酒巧克力味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,,,48g*3,,
recuQCdTs6cAR4,opt0ZoQ3UR,中国,上海,上海,单,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=569814186441&pisk=gHfSzN4ue0m7EVocruUqGj7I-aABir5Q_i3CSNKEavdRcwIFjTlPyyABvNx2UpKUEM9CYivdaQ7PcDIAS3Ul8QKBvnIhYzAy42NB0wXzrproRs_d-e-JTu0lnG7ta_ykTXOktBEab5PZzaAH9j5XjvmokeT_TbhJ9QAxzQLrX5PNrZgyyP7Y_67dT_8ZpXIpendvRnh-9YIpHjLHDbLKwenYlexv9XpK9KLvrFDK9BIKMxLyyUhpeXHvkFYB9HIp9r_xQ836R8tlPz8GIf1Qi8iDVXhdGU9Y3wxvuJCx_7x1y5lEts6bSh_--XhdGU95MdiSqmJPpNvGawNIiQ71HILCtPHBAd6daIC8D5pDpsIvkgzEKE6CJ1AkUVcGfQsBB_pjJy_yO3OXk1UEIn5X4MCWHPl6LICwBQB4nuJeNFsdZggI9GQV7_vcOlivxT8MMe13WvtBpgk-_hG0WvgXIXTXbrajKvb7Vm5a0zO0zLLDPKzbl0BHeEYXbrajKvvJoUt4lriRK&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&smCaptainPrice=1805&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_2_2.23505885Xs2brC,MC-,MC,,,image.png,21.9,image.png,20250711-342,48g,猫超,1752210784000,18.05,巧克力味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,,,48g*3,,
recuQCejpry6ly,opt0ZoQ3UR,中国,上海,上海,单,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=569587080980&pisk=g_kQ1_xH9wbBfBQixeKNCOo5qD27ihkW3VISmmUPL_eK503roXWEv327ym4aT7Uyt4NSzVV-LJoE5a3tmyKn4JU7yP3ozH2U8g9770cex78hVAi-quzLUejnsqoALvR3UTw3E8L2uKJVYD2ueOk_o_j3Bur5yLzLeRe34Mg7YtpqxD4lAaKq6KSS2C8Nw_U-yRUT4uyRpkFpf5E428BLw9COWPq8e8U8wGFTmkQdwzeJfOEbA6QRp8ItXkrLy8e-ycK_qA-lcuOQ-DtUmjXjFKSAly6ReAZQ6CouWmWmBtJ_lDdCFTHs1eUjvgXReAZQOAFfRwbaTbn0ivoWFO2EcfeTVYxANzNjwvytpFpYs7HtWl3e4_qsN0H0KWScnqwIPSHL1gKSY8aQClHv4s4ZCyu-d5KVh7yt3SeK_CYUaJZjyv0CVT3xbmk3sYTfWzcUmRESEnC7P7IzytzfInC5fSX7fr-6f_foAe_Z3F-QIHPLjkNwfh_KZWEgfr-6f_fu9lqQ7ht1Jbf..&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&smCaptainPrice=1847&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_3_3.23505885Xs2brC,MC-,MC,,,image.png,21.9,image.png,20250711-347,48g,猫超,1752210884000,18.47,牛奶味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,,,48g*3,,
rectNKntxk,opt0ZoQ3UR,中国,上海,上海,混,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=775954288688&pisk=guDqzS0_4KpVu7M2Su2Nza9tLG2A1RuwRKD_jlmtXG40nRwN72iTifOYllcrPz66D-OTQVzrWrNbntgNSz0a1rYYl4zZkVzfhAGjUP0I7lMjCm4gScz85xMZXOrijVKY5ndSDmeTIeTCQpixDGvOpGH4oumo2kq0mQNDiin6meTBddRcqR82RVw14rfuYk2gmrV0Z3rgYP2gsomk4lq1o1XmS0xzykqGS54GqaqUxP2GntXkEkZ3jNXgjgjuyl2gSV2iI1omjTrQihp-UxqGosK0Sm4PIODDB5aFMQ6aVsE0gbn4zeVEEoWL-m4PIO4Et_y-4mTVp0wxL2rIlLXq8cmKs7kNreztU0Dms0Q2qJorNXNqaEXaPxa76x2FjKmz3rP30Sscn2mrjXNrFHvL3-4m1-n1YEir3qixUcsGZ-yjaWk4KpQ05biEQlk9WLuEjDhgaA7V4r7TqYhrBj7G_Sq84yty4hiVHbU7b5kc61FupuzBco1O6Sq84yty41CTZkEzRnZf.&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&smCaptainPrice=2571&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_0.23505885Xs2brC,MC-,MC,,,,39.9,image.png,20250711-349,,猫超,1752211091000,25.71,茉莉香茶+玫瑰树莓味+桃桃抹茶味+巧克力味,,,,,42g/48g/42g/48g,,
recuQCfjPebXuR,opt0ZoQ3UR,中国,上海,上海,单,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=651609856544&pisk=ggdZzjxf8fhZqhdZmwf4YkGvarfTns-qVfAfoZYvkrjGss1403TAIKMOfZveAMNjW1MAgnSeDG61s5t4mMxVhGmOfHS2XnS_1I96TixW0ZO6GFjcmESdcCO2kS7Don3OcVHBWFCAi0i7gbT9WrcYwrdNSejHJZZgjv6iIPLjS0iSNjkg-soZVn1bzY2hzafcSGXGK27czifcnNYn8Zbbj-VMme0Fvab0mtj0-kbPrifcoNf3KZQamRbcSwbhvZfcmnfmQe8MoW75IqhpTCbmGV0RmFjUiSAiMtsrRAVVRR_GQbL1xSmu-NXa5FjUiSAe3UqDHGD8RiC1XFbwDbFOstJD16AixjfkeHRVE_kjWOY2LnC6tq2Gqdt1HBBUjRbP_GWksH489eWDLB56smeJReSGU69Ipc6f_hJR2ODKvn8FfnANKloCcLTBs9-oAW-A3KA1tCmnagW4DwApLIpam-WGJwSS82uX75pdAZW2s-eAK_QFVV__H-BGJwSS82yYH9bR8gg15&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&skuId=5490379291170&smCaptainPrice=2352&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_1.23505885Xs2brC,MC-,MC,,,,24,image.png,20250711-350,42g,猫超,1752211124000,23.52,茉莉香茶,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,,,42g*2,,
rec8BDtsX1,opt0ZoQ3UR,中国,上海,上海,混,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=694840358452&pisk=gVPqz0ZszsC4OQVVj4cw431TTFcvKfrNAsVsSV4TWFmmifGwbkatnR6xcV2zV0O1kj6t_lozXmMjiIZwj0qZCmjxcuoaDloXG5wbacqQbVNb1rmijPo-fSNaWCugSlQxfZB7krhtsMsB_6aYkFf99FFqmzDuy2JMjTMcnEU1oMsCO1WDrfSVAlG1aUvo82ciomDmEaui8cciIq4lzV06mdA0jzbr220MjAmMr30E-cciSK0kr23MiKAijQDo2VcijlciIlz0SQuInNC8aS0G33IojrmysCVc6AiFb9RZPp0m3yzq4MDgZqRKxrmysCmUKLl8zrs29zGYTkuQc_A4YP4LIYPwqMoTazV0IzKVrXzzFJM4UiAZVSiSBSceSs4rgmknuxTDik4zSJMzNwfKgjm0CjU68iazgoaYaPTMEjlbUvPqt6Kmf8aU_VPOX_rUSyeiU5-V4K-tr7ez6--MQx0-zD_PzNa2M8nS7APDBdHo94oClq99Bx0-zD_PzdptE23rAZgf.&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&smCaptainPrice=3301&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_6.23505885Xs2brC,MC-,MC,,,,54.9,image.png,20250711-357,,猫超,1752211505000,33.01,草莓香草味+柠檬挞味+红酒巧克力味+抹茶慕斯味+牛奶味+巧克力味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,,,288g,,
recqxQ5XzI,opt0ZoQ3UR,中国,上海,上海,混,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=886983328613&pisk=gTAmzUfMaKWXdJxLD35jLyi6x5H-9s1f_m-OXGLNbZj50GHXM5jN2H3bMGLwsLYBji3shsplj3-l0oCYM3fMqgOYMsobS1xy5hLvuiFGsFx6XtSADO-k5htGCqsObGx97K3-9XLXl11ajDhK9ZS_dKK03-7Z777FW4Q4eCfa811Zvc28_tGh1nStxA_aUaS5SS7VQhSzaNsP7-5wbgWP8wEV_1-Zra7GuNPa_SyPzNszbl7a3zSP7NEaQtSqrUS571SZIeVNxCRWa0EJTPJhdrlArtjeugVHPBQ4BYY0BKpXZI6VYTk0s5D1otjeugm4tjXOUF6M1PNGIEJBfw-40cj6ZUR2LHo8HiJhSepMujPPMIT2LOREfR8Awifygp4a_UfD3OONEomlYITyO_W-T2YyNnLXZFUZ_aKd4EOVsXuCisSVZaOtVSSMUdRAh1ZqjGOkzIJG4LyzLndU1au9aRw13a_lv8RAYV1f0AYSr42Iht75kD3orRw13a_lv40udo6VPZnd.&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&smCaptainPrice=1320&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_7.23505885Xs2brC,MC-,MC,,,image.png,19.9,image.png,20250711-373,40g+45g+45g+45g,猫超,1752211881000,13.2,微辣鲜虾味+蓝莓芝士+抹茶香草味+草莓牛奶味,,,,,175g,,
recVfo8FKN,opt6hRtZDT,中国,漳州,福建,单,江中猴菇米稀酥性饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/lMOSPYOLRcJ9g6i,DRF-,DRF,,,image.png,11.8,image.png,20250711-247,72g,大润发,1752202511000,,原味,江中食疗科技有限公司,福建省正湾富食品有限公司,image.png,,,,
recJjcf5YD,optVy7xHcJ,中国,潮州,广东,单,宝乐友牛奶加钙数字饼干,休闲零食,饼干曲奇,,DRF-,DRF,,,image.png,29.1,image.png,20250711-248,150g,大润发,1752202780000,,牛奶味,北京明大天润商贸有限公司,广东天雅食品实业有限公司,,,,,
recExabjcl,optddkiyh3,中国,漳州,福建,单,禄顶咖啡饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/KJcfCU4f0wKnpLC,DRF-,DRF,,,,11.2,image.png,20250711-249,200g,大润发,1752203056000,,咖啡味,上海禄顶贸易有限公司,福建省新星食品有限公司,image.png,,,,
reciwVNnWE,optsgMvz5h,奥地利,,,单,莱家粒粒装柠檬饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/QBuL7XdQAk8Pcoq,DRF-,DRF,,,,22.9,image.png,20250711-250,125g,大润发,1752203210000,,柠檬味,康成投资（中国）有限公司,,image.png,,,,
recm8EyECY,opt1J4gXUW,中国,苏州,江苏,单,闲趣韧性饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/uWg0KZNMUI36D7o,DRF-,DRF,,,,4.5,image.png,20250711-251,90g,大润发,1752203599000,3.15,自然清咸味,亿滋食品企业管理（上海）有限公司,亿滋食品（苏州）有限公司,image.png,,,,
recQtZ2mY3,opt9BrK1JP,中国,苏州,江苏,单,闲趣装饰饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/2nAdx5SnfgVyLuD,DRF-,DRF,,,image.png,4.5,image.png,20250711-252,90g,大润发,1752203698000,3.15,海苔味,亿滋食品企业管理（上海）有限公司,亿滋食品（苏州）有限公司,,,,,
rec5sYwfGA,opt5cdVVux,中国,乌兰察布,内蒙古,单,有机大粒燕麦片,麦片,谷物,,DRF-,DRF,,,image.png,18.8,image.png,20250711-253,850g,大润发,1752204498000,,,,内蒙古阴山优表食品有限公司,image.png,,,,
recOIG01mS,opt5rfEKpd,中国,郑州,河南,单,白象-多半袋香辣牛肉面,方便速食,方便面,白象方便面多半袋香辣牛肉面140g*5袋方便速食泡面-tmall.com天猫,MC-,MC,,,image.png,18.9,image.png,20250711-254,140g*5/袋,猫超,1752204513000,12.16,香辣牛肉味,,白象食品股份有限公司(代号:郑州),image.png,,,,
recH8M8tTt,optavNeKrP,中国,上海,,单,冠生园压缩饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/MgDQrdNGrq0ujVf,DRF-,DRF,,,,4.5,image.png,20250711-312,118g,大润发,1752209680000,,葱油味,,上海冠生园益民食品有限公司,image.png,,,,
recEeVaeAx,optavNeKrP,中国,上海,,单,冠生园压缩饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/MgDQrdNGrq0ujVf,DRF-,DRF,,,,4.5,image.png,20250711-313,118g,大润发,1752209680000,,芝麻味,,上海冠生园益民食品有限公司,image.png,,,,
recGbfLPWo,optavNeKrP,中国,上海,,单,冠生园压缩饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/MgDQrdNGrq0ujVf,DRF-,DRF,,,,4.5,image.png,20250711-314,118g,大润发,1752209680000,,肉蓉味,,上海冠生园益民食品有限公司,image.png,,,,
reclCdhzGg,opt246fPtH,中国,郑州,河南,单,白象-多半袋面2代红烧牛肉面,方便速食,方便面,白象多半袋面2代红烧牛肉方便面速即食夜宵加量大包泡面-tmall.com天猫,MC-,MC,,,image.png,18.9,image.png,20250711-255,130g*5/袋,猫超,1752205788000,12.9,红烧牛肉味,,白象食品股份有限公司(代号:郑州),image.png,image.png,,,
rec9ymrjDe,opt246fPtH,中国,郑州,河南,单,白象-多半袋面2代红烧牛肉面,方便速食,方便面,白象多半袋面2代红烧牛肉方便面130g*5袋速即食夜宵加量大包泡面-tmall.com天猫,MC-,MC,,,image.png,14.9,image.png,20250711-308,130g*5/袋,猫超,1752209495000,13.41,红烧牛肉味,,白象食品股份有限公司(代号:郑州),image.png,image.png,,,
recLdZ8bKx,opt3FA7RD0,中国,赤峰市,内蒙古,单,奶皮子老酸奶,乳品烘焙,冷藏酸奶,#小程序://大润发优鲜/sJHm2A1mbJyHf8p,DRF-,DRF,,,image.png,19.9,image.png,20250711-256,650g/罐,大润发,1752204466000,14.9,奶皮子老酸奶,,内蒙古维聪乳业有限公司,image.png,,,,
recfzzOtxU,optbNeQLy4,中国,,,单,希腊式干噎酸奶,乳品烘焙,冷藏酸奶,#小程序://大润发优鲜/5odn9QxVdIoucIm,DRF-,DRF,,,image.png,9.9,image.png,20250711-257,100g/杯,大润发,1752205632000,7.4,,杭州自在蓝食品科技有限公司,,image.png,,,,
recbygaD0m,optBtHwVGJ,中国,,,单,优诺蓝莓希腊酸奶,乳品烘焙,冷藏酸奶,,DRF-,DRF,,,image.png,9.9,image.png,20250711-296,120g/杯,大润发,1752208753000,7.4,蓝莓味,,,image.png,,,,
recQhaeWB9,optri6fnGH,中国,郑州,河南,单,白象-经典红烧牛肉面（量贩5包装）,方便速食,方便面,白象方便面经典红烧牛肉面104g*5袋泡面-tmall.com天猫,MC-,MC,,,image.png,11.9,image.png,20250711-268,104g*5/袋,猫超,1752207914000,10.71,红烧牛肉味,,白象食品股份有限公司(代号:郑州),image.png,image.png,,,背面不全
recVI8n7yP,optNh5fOAj,中国,郑州,河南,单,白象-新经典超大袋红烧牛肉面,方便速食,方便面,白象新经典超大袋红烧牛肉面方便面泡面速食夜宵-tmall.com天猫,MC-,MC,,,image.png,19.9,image.png,20250711-276,147g*5/袋,猫超,1752208366000,12.9,红烧牛肉面,,白象食品股份有限公司(代号:郑州),image.png,image.png,,,
recbOtd8Lt,optD7BrCLX,中国,青岛,山东,单,蜜桃乌龙啤酒,酒水饮料,酒水饮料,,DRF-,DRF,,,image.png,12.9,image.png,20250711-277,1L,大润发,1752208393000,,蜜桃乌龙,,华勒(青岛)食品研究中心(有限合伙),image.png,,,,
reczVSXR0Y,opttYa8OgR,中国,青岛,山东,单,毛尖绿茶啤酒,酒水饮料,酒水饮料,,DRF-,DRF,,,image.png,12.9,image.png,20250711-281,1L,大润发,1752208603000,,毛尖茶香,,华勒(青岛)食品研究中心(有限合伙),image.png,,,,
rechcKoDxd,optMqoC2HA,中国,郑州,河南,单,白象-超大袋老坛酸菜牛肉面,方便速食,方便面,白象新经典超大袋红烧牛肉面方便面泡面速食夜宵-tmall.com天猫,MC-,MC,,,image.png,19.9,image.png,20250711-285,165g*5/袋,猫超,1752208714000,15.9,老坛酸菜牛肉味,,白象食品股份有限公司(代号:郑州),image.png,image.png,,,标签不全
recrGd2Dsy,opt4l5roaH,中国,湖州,浙江,单,智利无核大西梅,休闲零食,坚果蜜饯,,DRF-,DRF,,,,23.9,image.png,20250711-300,300g,大润发,1752209027000,,,,浙江华味亨食品有限公司,image.png,,,,
recyYjTszA,optA4bH0IH,中国,郑州,河南,单,白象-超大袋香辣牛肉面,方便速食,方便面,白象新经典超大袋红烧牛肉面方便面泡面速食夜宵-tmall.com天猫,MC-,MC,,,,19.9,image.png,20250711-303,145g*5/袋,猫超,1752209229000,15.9,香辣牛肉味,,白象食品股份有限公司(代号:郑州),image.png,image.png,,,无标签
recOGf7NkT,optYlU30Il,中国,烟台,山东,单,山东红薯粉条,方便速食,粉丝/粉条,,DRF-,DRF,,,,8.9,image.png,20250711-306,300g,大润发,1752209412000,,,,招远市谷丰食品有限公司,image.png,,,,
recJGEfmhY,optImYCPqZ,中国,马鞍山,安徽,单,每日鲜语小鲜语4.0低脂鲜牛奶,牛奶饮品,牛奶乳品,【轻鲜奶】每日鲜语小鲜语4.0鲜牛奶450ml*5瓶低脂巴氏杀菌低温奶-tmall.com天猫,MC-,MC,,,image.png,74.5,image.png,20250711-310,450ml,猫超,1752209545000,56.62,,,,,,5瓶,,
recxVWvI5d,optm7uCTbQ,中国,苏州,江苏,单,东北寒地大米,粮油干调,粮油干调,,DRF-,DRF,,,image.png,39.9,image.png,20250711-317,5kg,大润发,1752209781000,,,,佳禾米业(苏州)有限公司,image.png,,,,
rec97uFCVe,opt53NAozE,中国,临沂,山东,单,认养一头牛纯牛奶,牛奶饮品,牛奶乳品,,MC-,MC,,,image.png,109.8,image.png,20250711-316,200ml/盒,猫超,1752209775000,85.31,纯牛奶,杭州认养一头牛生物科技有限公司,,,image.png,20盒*2箱,,
recV0fGzJH,opth43DHyT,中国,郑州,河南,单,白象-汤好喝辣牛肉汤面,方便速食,方便面,【包邮】白象汤好喝方便面103.5g*5袋辣牛肉面-tmall.com天猫,MC-,MC,,,image.png,12.7,image.png,20250711-327,114g*5/袋,猫超,1752210119000,12.7,辣牛肉味,,白象食品股份有限公司(代号:郑州),image.png,image.png,,,
